0,1,2,3
943,380,5,0
943,1404,3,0
943,1004,4,0
943,1268,3,0
943,939,3,0
943,1524,5,0
943,752,4,0
943,1007,1,0
943,303,5,0
943,57,3,0
943,1010,2,0
943,463,5,0
943,113,5,0
943,644,5,0
943,966,5,0
943,1143,5,0
943,1010,3,0
943,1147,4,0
943,221,5,0
943,112,1,0
943,651,4,0
943,900,4,0
943,329,3,0
943,48,4,0
943,1124,3,0
943,1413,2,0
943,651,4,0
943,623,1,0
943,1167,3,0
943,941,3,0
943,1428,5,0
943,1381,2,0
943,348,1,0
943,1643,2,0
943,900,2,0
943,397,3,0
943,30,4,0
943,1147,3,0
943,1220,2,0
943,544,5,0
943,1161,4,0
943,1099,5,0
943,632,5,0
943,522,4,0
943,1170,4,0
943,494,5,0
943,601,3,0
943,766,5,0
943,251,4,0
943,656,4,0
943,831,3,0
943,1035,3,0
943,469,5,0
943,583,4,0
943,297,5,0
943,1056,4,0
943,491,5,0
943,1020,5,0
943,1239,3,0
943,1078,2,0
943,513,5,0
943,709,4,0
943,5,4,0
943,1136,3,0
943,33,4,0
943,94,3,0
943,1265,3,0
943,1119,3,0
943,1105,4,0
943,31,3,0
943,785,1,0
943,966,4,0
943,766,4,0
943,87,4,0
943,1251,1,0
943,1220,4,0
943,966,4,0
943,694,5,0
943,731,5,0
943,746,3,0
943,719,4,0
943,520,3,0
943,297,5,0
943,354,5,0
943,102,4,0
943,606,5,0
943,43,4,0
943,490,5,0
943,1268,3,0
943,836,5,0
943,417,2,0
943,1426,4,0
943,1313,5,0
943,366,3,0
943,141,4,0
943,1103,3,0
943,671,5,0
943,75,2,0
943,946,2,0
943,1133,1,0
943,608,1,0
943,752,2,0
943,639,4,0
943,985,4,0
943,923,5,0
943,1117,5,0
943,426,1,0
943,808,5,0
943,1109,1,0
943,32,5,0
943,1116,5,0
943,947,5,0
943,1298,3,0
943,1220,3,0
943,1473,5,0
943,1004,1,0
943,703,4,0
943,489,3,0
943,204,4,0
943,444,5,0
943,1120,3,0
943,1111,2,0
943,317,5,0
943,702,4,0
943,1202,5,0
943,469,3,0
943,41,1,0
943,1531,4,0
943,1197,4,0
943,478,4,0
943,1056,4,0
943,856,3,0
943,509,5,0
943,1324,1,0
943,1034,3,0
943,354,1,0
943,191,3,0
943,969,2,0
943,1179,1,0
943,317,4,0
943,978,2,0
943,478,4,0
943,516,3,0
943,383,2,0
943,1137,2,0
943,639,5,0
943,1143,4,0
943,1300,5,0
943,584,3,0
943,649,5,0
943,1248,4,0
943,1172,4,0
943,417,3,0
943,291,3,0
943,1046,4,0
943,735,4,0
943,632,4,0
943,489,3,0
943,256,5,0
943,430,5,0
943,629,2,0
943,446,5,0
943,641,5,0
943,6,5,0
943,966,5,0
943,228,5,0
943,232,5,0
943,489,5,0
943,510,5,0
943,1000,5,0
943,75,5,0
943,659,3,0
943,1153,3,0
943,57,5,0
943,1101,4,0
943,1395,5,0
943,1138,4,0
943,724,4,0
943,801,4,0
943,47,4,0
943,1218,3,0
943,1298,5,0
943,1315,5,0
943,1208,4,0
943,1113,4,0
943,645,4,0
943,577,5,0
943,1281,5,0
943,1187,5,0
943,1218,5,0
943,1478,4,0
943,1148,3,0
943,562,3,0
943,1154,4,0
943,864,5,0
943,496,3,0
943,605,4,0
943,1161,5,0
943,1404,5,0
943,475,4,0
943,563,4,0
943,776,3,0
943,536,4,0
943,1051,2,0
943,521,4,0
943,103,3,0
943,354,5,0
943,520,3,0
943,606,3,0
943,669,1,0
943,811,3,0
943,613,5,0
943,580,4,0
943,446,5,0
943,967,5,0
943,701,2,0
943,389,3,0
943,1425,4,0
943,110,5,0
943,1322,4,0
943,147,4,0
943,747,1,0
943,554,3,0
943,592,2,0
943,1039,4,0
943,240,5,0
943,1263,4,0
943,573,2,0
943,355,4,0
943,145,4,0
943,235,3,0
943,1426,4,0
943,614,5,0
943,720,1,0
943,945,2,0
943,612,2,0
943,724,5,0
943,199,1,0
943,123,4,0
943,1316,4,0
943,915,4,0
943,114,4,0
943,407,2,0
943,1067,5,0
943,808,1,0
943,460,2,0
943,1475,4,0
943,750,4,0
943,281,5,0
943,138,1,0
943,430,1,0
943,488,1,0
943,649,3,0
943,434,1,0
943,522,2,0
943,709,1,0
943,624,4,0
943,1245,5,0
943,1060,5,0
943,1473,5,0
943,96,2,0
943,1131,3,0
